,cust_no,age_level,exp_code,source_code,0,1,2,5,9,A,trans_type,c0,c1,c2,c3,c4,c5,c6,current_c,H,O,R,company_type,avg_stock,current_stock,avg_amount,current_amount,label
1530,0x650D0026AAF2BEFFE42F7FCA525AAFC07F1FDF1AAA510907770915CE858F6D25,4,4,2,72,0,0,0,0,14,0,65,0,11,0,2,0,8,2,67,19,0,H,2069.76744186047,2000,145263.720930233,35760,0
1531,0x06019DFAAB16629329A11050116516E8C2599A430E3246788B09CD2933E90E20,3,3,2,97,0,0,0,0,0,0,42,5,29,0,18,0,3,2,91,6,0,H,1580,5000,40899.7997938144,57500,0
1532,0x29CD087D954EDAF3975A974DFF57BEECE59470275C655AC993D7B52F1EAFC987,4,0,2,17,0,0,0,0,0,0,6,4,1,0,0,3,3,0,16,1,0,H,2555.05882352941,116,87431.7741176471,51447.16,0
1533,0x7AEE91EBEF7B7E03824D44882A53BB7A09892778F6D90C47049774C3A7D38525,4,4,2,50,0,0,0,0,0,0,35,1,0,5,0,9,0,0,31,19,0,H,1207.82,1000,100461.566,21300,0
1534,0xDA2A1B9DBBEBA184F7095AD4CE26E255B53F6146FD128D141228DF864FA502AA,3,1,2,16,0,0,0,0,0,0,4,4,4,2,0,0,2,1,15,1,0,H,9175.625,10000,216304.03125,124500,0
1535,0xEEF85AF1D8EE1A3A8CF067127662603BDF5CD79E02E4EC61C29AE380929071F7,3,2,2,119,0,0,0,0,8,0,102,8,4,0,10,0,3,0,127,0,0,H,2512.59842519685,1000,85030.5905511811,101100,0
1536,0x62985B69116481C77CBCF56C908A1B8687FDCD34F583F27DC92E7095E26E3EA0,3,3,2,12,0,0,0,0,0,0,5,1,2,0,4,0,0,0,12,0,0,H,5691.66666666667,8000,103308.75,88800,0
1537,0xE8BA15C7B01895E0BA6FAB5FDFBF42D4B73ACCF670E10F6A7E3E9F5D1DF91B00,3,3,2,42,0,0,0,0,0,0,16,5,13,2,1,3,2,2,35,5,2,H,2138.88095238095,2000,59688.5142857143,27400,0
1538,0xB08683055EC7CBB72B9613452DD8B7683E5D8ED4CF6183EF5661C656FD92B519,4,4,2,100,0,0,0,0,0,0,12,9,56,4,0,14,5,2,84,14,2,H,2463.6,5000,71240.1532,42000,0
1539,0xF960DFA396444A71234B5D48CED4A17E54BC674A9DA52207C7EE19E462709885,2,0,2,11,0,0,0,0,0,0,2,4,0,0,5,0,0,0,11,0,0,H,690.909090909091,100,10015.1818181818,1180,0
1540,0x1F88C7DBE74EF246CE8C55A8C751B6B4C034C9132D3AC0AF388C3428D5967854,4,2,2,49,0,0,0,0,0,0,1,0,33,8,0,4,3,6,45,4,0,H,991.836734693878,1000,33165.5102040816,80700,0
1541,0x7BE935110C490ED63489C3A27BDD9A5D6B1AAC4A83153D115CC1992E51BFDBE5,4,3,2,26,0,0,0,0,0,0,11,2,4,0,0,4,5,2,26,0,0,H,1427.61538461538,139,58837.6903846154,2834.21,0
1542,0x39C8F05AF832C01DBE4A61FB64EAE5ECD8690AFBFC1707903F0DD4D8EDEFE336,3,4,2,44,0,0,0,0,0,0,14,12,6,1,2,5,4,0,29,11,4,H,2091.20454545455,1,87038.55,21.3,0
1543,0x291A8160534344C046DA1911E58C0D6AD510953529018B6798E545C6F9FD4BA1,4,0,2,13,0,0,0,0,0,0,0,8,0,5,0,0,0,1,8,5,0,H,4461.53846153846,5000,99276.9230769231,77000,0
1544,0x4DEA4BB5326A19DB5387CF15ED54946310DCED5D07CC92A28AAD55EBBB4A818A,4,3,2,96,0,2,0,0,6,2,63,26,0,4,0,3,8,0,79,17,8,H,1583.18269230769,1000,90689.9820192307,130400,0
1545,0xCF53F67B30A3371163D411A8D2E668474A8C6699FC3A4AE1662B657954A96671,4,4,2,58,0,0,0,0,0,0,10,6,0,5,7,8,22,1,39,19,0,H,11971.5862068966,1000,70833.6772413793,24750,0
1546,0xA8C6CCD8DFAA27F0D46AD89D09A548C84ED3288742B901990A9CC034E8A6E50A,4,4,2,40,0,0,0,0,2,0,25,13,0,3,0,0,1,0,35,6,1,H,2143.2619047619,2000,62390.3638095238,47700,0
1547,0x29AC8739D7F75D7C62626B5DAD3A17829E3BD70DF466CD43030E323AD7ABE535,4,4,2,23,0,0,0,0,0,0,4,6,7,0,0,6,0,0,20,3,0,H,1937.39130434783,3000,57133.0434782609,103200,0
1548,0x26394D9DF60033C100678E6F07A37A5545D9112BF1D1BD72FA1CAD0194E3D2FD,3,1,2,28,0,0,0,0,0,0,6,1,9,0,0,0,12,2,28,0,0,H,1365,3000,41059.3571428572,76500,0
1549,0xF894ACCBABCF840E3BF19BED4599707971E68E82FD728D216FA4839FDCCBC6A8,5,0,2,30,0,0,0,0,0,0,13,3,14,0,0,0,0,0,22,8,0,H,1166.66666666667,1000,47527,61600,0
1550,0xF0FF6B96BD92C19D562CE8F83C288DB23B19B7ED5696B929F4EB7B02A1A58447,4,4,2,33,0,0,0,0,0,0,14,13,1,1,0,0,4,0,32,1,0,H,1303.0303030303,1000,20502.7272727273,23300,0
1551,0x3CA562E01BF2B4D870980B5AD95602D37A03B573DDBE6EB37ED8A98B2D5996B1,4,1,2,282,0,6,0,0,8,0,88,19,83,0,0,4,102,2,250,46,0,H,1594.47297297297,2000,37025.4228040541,24400,0
1552,0xA9CF4936432E756D8A0620E34DE540BB9AEA1AEEF73FD15453C6F80750562F12,4,4,2,72,0,0,0,0,4,0,50,9,0,0,0,7,10,0,73,3,0,H,6331.31578947368,5000,390470.894736842,84000,0
1553,0x6808CF3BD48AA768FAB14BD4D629D1B253E0D8965D1B18E3FD6EEC6A76643C1C,4,0,2,75,0,0,0,0,0,0,22,11,5,6,6,5,20,6,75,0,0,H,1422.69333333333,6000,61979.7202666667,93540,0
1554,0xE6031932A0CDE47C930CC98CD3551F5C00903575984943EA7DA09131FABB27F5,3,4,2,60,0,0,0,0,0,0,36,2,16,1,3,0,2,2,47,13,0,H,1595.21666666667,1000,55290.1643333333,19600,0
1555,0x74CE8A8EFD198B7E8BCA48EB07D94F1BB96798E0203D2EF606FA10D886E31013,4,4,2,45,52,0,0,0,0,1,59,8,17,2,4,4,3,0,79,18,0,O,2889.52577319588,1000,96472.5043298969,76500,0
1556,0x991799775EAA1ACD002163E1E7E2B96E929B12577D24EB01BA3C672A59736ADB,3,0,2,20,0,0,0,0,0,0,16,1,0,0,0,1,2,0,10,6,4,O,980.05,1000,43068.145,54700,0
1557,0x496011BC8CDB596A502A6AF56A6C4B8D1C9EE8C74B806D68ACD5F0323DA50A7F,2,0,2,57,0,0,0,0,0,0,29,13,0,13,0,0,2,1,44,13,0,H,3845.61403508772,5000,145439.298245614,137000,0
1558,0xB3FABB17716D265C84CDCF561264ECF9643C561BC4C79C650476FF40DCB5E129,4,3,2,56,0,0,0,0,0,0,37,2,3,0,4,7,3,4,48,8,0,H,509.517857142857,1000,23659.8110714286,36100,0
1559,0xE7122722304886471BC2DA88548D0D91D20188430FA5E2F16E41D4686D0E0351,4,4,2,43,0,0,0,0,0,0,24,2,6,2,0,5,4,2,25,14,4,H,3232.55813953488,2000,156090.23255814,52600,0
1560,0x6655AB8B901BBEF10D3A8B3ADEBEC0D94E273A24176F91FDE4A4A687693B1E7D,6,4,2,66,0,0,0,0,0,0,28,6,0,2,0,19,11,0,22,33,11,H,1191.81818181818,1000,80216.3636363636,63300,0
1561,0x07BD8D374E9B3CC1B2BB660F25885A55535348941098A01ECC5D781C310D0785,3,2,2,76,0,0,0,0,0,0,57,8,2,4,0,5,0,1,42,34,0,H,1065.78947368421,1000,92892.6315789474,78600,0
1562,0xA1CC6A7A485E6EC3CCE366FA7A26B4A36213DA54DE8BF361B7D22B24EE73B457,3,4,2,87,0,0,0,0,0,0,55,9,3,4,10,6,0,0,54,33,0,O,1158.6091954023,1000,38521.532183908,41600,0
1563,0xF8522C9A659BFB831A56771375B1F46697E9F7D3F8448C401E2261377141F112,4,4,2,51,0,0,0,0,0,0,5,14,23,1,7,0,1,2,50,1,0,H,2171,980,71054.2245098039,9947,0
1564,0x35B87DF646D2AAB3A27AF972849BA858989EBA06A04C2341F9E328023C7BA40B,4,4,2,25,0,0,0,0,0,0,0,6,14,1,4,0,0,1,25,0,0,H,3080,2000,57053.2,157500,0
1565,0xD03287FA38AB44BC7D464A261A8F4EF0421D091C54534ACB7928227093D0B704,4,3,2,64,0,0,0,0,0,0,28,14,13,5,0,4,0,0,46,18,0,O,2033.59375,5000,106805.1515625,135500,0
1566,0xA1E691E5A5985B8910CD71890F1F2E393C407D0895163A120AEE3DB01D5EFF36,4,0,1,56,0,0,0,0,0,0,32,7,3,0,9,5,0,4,41,15,0,O,666.571428571429,1000,34439.8442857143,8220,0
1567,0x6210C2EACF6A4F59335BBEFCCF4BB4F0B6F8A232FE9ACC376107C22E371C9A0F,4,2,2,46,0,0,0,0,0,0,37,2,0,0,7,0,0,0,46,0,0,H,2869.5652173913,5000,36017.6086956522,67500,0
1568,0xE4D7BED4F78D46F276834EB311CDE3F925499A9B97D94715D70E2B9AE6F8A769,4,2,2,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,H,2923.07692307692,1000,154543.846153846,42100,0
1569,0x662D44D495B12CA79549840789BB1814BB9158A8EBEAAF07CDF42AE24C02BC94,4,0,2,9,0,0,0,0,0,0,1,5,0,0,3,0,0,4,9,0,0,H,2666.66666666667,3000,78027.7777777778,115500,0
1570,0x0E470545FE97D7737CB4FE62CA91E41BFA47DEE935AFD3FFEAA615A4C0F17D9A,4,3,2,43,0,0,0,0,0,0,40,0,3,0,0,0,0,0,25,18,0,H,2581.39534883721,2000,55173.2558139535,55300,0
1571,0x40CDF4A4DBFF26DFCA2CD3067D355BBEDA923A38B67830FD3D3BC77FC66BA680,3,4,2,30,0,0,0,0,0,0,6,8,0,1,4,8,3,1,23,7,0,H,1009.2,1000,33068.055,40100,0
1572,0x0F8928A0628D3BD66B5C00DADC0A08C0A31BA04E80B3ADE30225854DF04F934E,4,0,2,47,0,0,0,0,0,0,25,3,8,0,0,2,9,2,36,11,0,H,1810.63829787234,1000,36042.7659574468,25600,0
1573,0xE079765C3B9BAFBF65B2A004F417A337866B7915E8DA363280A50C9A4DCBA8C2,3,0,1,7,0,0,0,0,0,0,0,0,1,0,6,0,0,2,7,0,0,H,3142.85714285714,2000,66250,51000,0
1574,0x97488A71BD3F726EB28BAE28911A9EA16A9F8BAAE11BE840A1A0D0C8D121991C,3,0,1,76,0,0,0,0,26,0,70,19,3,1,1,6,2,0,90,12,0,H,1205.88235294118,1000,35142.4509803922,51400,0
1575,0xCCBE1C65AC00E15836F63D61B19F94DE278E258905D8263230D208C2D8BACC78,3,2,2,17,0,0,0,0,0,0,3,5,1,0,3,4,1,6,17,0,0,H,1158.82352941176,1000,41594.7058823529,79100,0
1576,0xA27F9AC68E6B7D6C2883ABFBC3C663FBA8F2CA4C432B378C8EA0D816CCDC10F7,4,4,2,40,0,16,0,0,8,0,33,6,0,4,0,0,21,6,49,15,0,H,8671.875,15000,220384.0625,291000,0
1577,0x7B517E104E666D17DE395CFBA4261E6968B7DF9C1FFA00C0DBCFDDE16904A4C0,5,1,2,32,0,0,0,0,0,0,19,9,0,4,0,0,0,0,17,15,0,H,2534.6875,1000,45206.625,14600,0
1578,0xCA0910AE1948D6591F42648ED7F2833310FFA9DB204BDAC4097737402C0700C1,2,0,2,36,0,0,0,0,0,0,32,0,2,0,2,0,0,0,34,2,0,H,1133.33333333333,300,85387.6388888889,150120,0
1579,0x4F08D6AE502F0AB4DB86B909EE80F4016393F30402B5B6DE8D0F081B0602C30B,2,0,2,20,0,0,0,0,0,0,13,0,0,0,0,2,5,5,17,3,0,H,483.95,1000,105923.309,184400,0
1580,0xA4D1D1E1974AFAD02F84CB7725A61F15C03F8CE6AAE525A4E7148E773B8EB86B,4,4,2,27,118,4,0,0,0,1,114,22,0,4,0,7,2,0,120,29,0,O,1954.10067114094,2000,90909.8267785235,83800,0
1581,0x20579297A49DF7CCEF1395C2BBA30DB24EED28CC74D664F3643B64A56CA45BE6,2,0,2,29,0,0,0,0,0,0,12,7,0,0,1,2,7,6,22,4,3,H,1035.41379310345,1000,45555.1889655172,21510,0
1582,0x4E06A3CF83787917FBD835E7CD09EA4BD71BC2784C2BF55AF759E19AD6212A66,4,4,2,102,0,0,0,0,0,0,46,31,16,0,0,3,6,0,86,14,2,O,2098.32352941176,2000,49994.1840196078,52600,0
1583,0x953D6CD561AD6720BFA1A4A062C02E2A3C0D4E03BA1C7DCE5398F349024B6B58,4,2,2,34,0,0,0,0,0,0,8,15,0,0,0,0,11,1,34,0,0,H,1205.88235294118,1000,17126.1764705882,10200,0
1584,0x37329D2A454DF62A2941186C7A32DFA0D246FC31EA6DBC693BAE289B5ACA8893,4,0,2,38,0,0,0,0,4,0,7,4,7,8,0,13,3,3,32,10,0,H,1166.66666666667,1000,42559.0476190476,70900,0
1585,0x8EF4487592B900305BFD2882AD3E03789FF2F4E0027D816ACD5B5BED131252AC,2,0,2,81,0,0,0,0,6,0,42,15,16,0,1,2,11,2,68,19,0,H,955.48275862069,1000,31676.0059770115,18300,0
1586,0x4E60DC5844BFC54E04BCB6538B16BB68A1C4E64EF730F0C7B13EBC5B4368B943,2,0,2,37,0,0,0,0,4,A,18,5,11,0,0,3,4,0,39,2,0,H,1036.63414634146,1000,76887.343902439,279300,0
1587,0xBECC714902E8E3BB1F4E2FF1384A9E0225BE13F877927B61D03536E0990D11AE,5,4,2,44,0,0,0,0,0,0,39,0,0,0,0,0,5,0,42,2,0,H,1415.90909090909,1000,101744.318181818,92400,0
1588,0xE6D5731580D97A9466A3B3504E565CA4A9264C31DD4A46B995778156A3DD7ED2,3,0,2,8,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8,0,0,H,1250,1000,19290,9390,0
1589,0x6545C482B4FD53CF2A887EC0C9711BED3EFC90DDF5BDD7663894D0ED7C837253,3,2,2,56,0,0,0,0,0,0,24,8,11,4,2,7,0,0,48,8,0,H,2177.67857142857,5000,42521.2142857143,56750,0
1590,0xD424DA6C8D23A2E26E74233E64D899FDBC39112B1BA3217165E2C14ED1861A79,4,4,2,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,13,3,0,H,1312.5,1000,70519.375,84100,0
1591,0x786B5D3B16696EEB68C6A752A1DFDA3397157406857E90195DE4B8C49F3F3A16,4,1,2,149,0,0,0,0,0,0,101,10,22,8,4,4,0,0,144,5,0,H,1886.57718120805,1000,92019.2281879195,79000,0
1592,0x8CC617F294EC2B167C8ED0DF09C6037E2C07C8F42439F35ACE4D96B8C494B4E3,4,0,2,360,0,0,0,0,0,0,93,16,4,11,15,0,221,6,256,104,0,H,15524.5694444444,20000,30810.0306944444,7400,0
1593,0xD6D7A26E960332041179390A1F53104FFBD7F5161350599EDFF217DC867D5EBA,5,4,2,88,0,0,0,0,40,0,66,32,4,1,0,0,25,0,126,2,0,H,6888.65625,10000,81253.37140625,137000,0
1594,0x2A4F4157F51E328EDFE201FD05E5943DC8EC6433E70F9466E6781CEBB18DFC8D,5,1,2,39,0,0,0,0,0,0,14,3,2,0,0,0,20,6,38,1,0,H,804.153846153846,2000,46002.0025641026,54900,0
1595,0x5FABE7A857FF757B665477A7894A41FC43E5C65B5F6A58A722105064AFB757C4,4,4,2,56,0,0,0,0,0,0,13,10,3,0,12,0,18,4,56,0,0,H,1250,1000,46180.3571428572,26800,0
1596,0x94791BDA62B55839A807901FA928970771C72AACD1B9B7890121AE2DE0092ABE,3,4,2,33,0,0,0,0,0,0,21,6,0,0,0,6,0,0,21,12,0,H,6509.09090909091,2700,132565.363636364,57942,0
1597,0x00110B6FA65539F87AEDD9578A09981B824AD575CAAFE07A32235AA99F511FAC,2,2,2,121,0,0,0,0,14,0,110,15,1,2,2,2,3,0,114,21,0,H,1201.85185185185,3000,54659.4814814815,45000,0
1598,0x72D142456FF50E1E906BEE382E86BA1564E662EE85350D565D83F1A9B00F4ECC,4,0,2,59,0,0,0,0,0,0,1,0,0,0,0,0,58,6,49,10,0,H,4305.16949152542,1000,3084.5,540,0
1599,0xC5DBC8BA8C55B6D84DEA75B4BE6487D9FADE175FCD8007B14BF6B1C17423227E,2,1,2,48,0,0,0,0,0,0,6,2,24,0,0,9,7,1,47,1,0,H,1382.125,2000,20312.7308333333,6200,0
1600,0xD4A2170BA7F99E26D31ACCF2E540B545078D5C9F4100ED6CC0550D4F871F299D,2,2,2,21,0,0,0,0,0,0,2,7,2,0,0,2,8,0,17,4,0,O,1442.2380952381,1000,50559.2809523809,14700,0
1601,0x8A1C45BA87A2BC368B671B497EB62C55678750154FFD03DEEA16BDBE18DC3210,4,4,2,401,0,0,0,0,78,0,338,127,0,2,12,0,0,0,349,130,0,H,1700.45302713987,5000,52340.7229018789,117000,0
1602,0x6AF4EF5F35DD49F5241AD70B05EB70683B1CEC74848EC7F36136C82EBBFC9823,4,0,2,34,0,0,0,0,0,0,13,5,12,0,4,0,0,2,33,1,0,H,1470.58823529412,3000,37746.1764705882,55200,0
1603,0xE14CA13E03E069016517BF98119F3C4DC0DC45B65E67C8433222469959DDF9C4,4,0,2,11,0,0,0,0,0,0,4,5,2,0,0,0,0,1,6,5,0,O,1000.90909090909,10,52678.6363636364,1415,0
1604,0xA4B5E927810E9C1DA14CDFA23ABA934859BF9985624501499AA5D5B1AA0762C5,2,4,2,12,0,0,0,0,0,0,2,10,0,0,0,0,0,1,11,1,0,H,3508.33333333333,5000,246536.583333333,389500,0
1605,0xFCF992930F90D2179C62A3A2E4A33A0D4721F48DBA9C219837DAA0C4EF37AD79,3,0,2,86,0,0,0,0,0,0,44,20,14,0,8,0,0,1,81,5,0,H,903.546511627907,2000,30809.511627907,39500,0
1606,0x2E20241D481821274ECE7CD481EA6296AD1B7DBBB26B989D086F7634FBE202CF,3,1,2,22,0,0,0,0,0,0,9,1,7,0,2,0,3,6,19,3,0,H,1000,1000,33382.7272727273,17140,0
1607,0xF1A5BF6A99E58175F867D1CF4EF25E55078371A09C07A4C89236A5CEE5E3F78F,4,4,2,104,0,0,0,0,0,0,4,0,0,24,0,76,0,5,77,27,0,H,180.480769230769,50,25576.0663461538,13070,0
1608,0x2433F2E69D1231979E3F6E0B4A4915004D0ACC57BE6D7AC44C102B8CDEABC551,3,0,2,18,0,0,0,0,0,0,3,1,10,0,2,0,2,1,18,0,0,H,1388.88888888889,5000,42270,208750,0
1609,0xFE7F17B3D5636BCBF88FBCD6E392952945FEF21F0EE13AA9B095109D159E3475,4,4,2,67,0,0,0,0,0,0,21,15,0,21,5,5,0,0,45,22,0,O,1639.85074626866,1000,66930.0597014925,49800,0
1610,0x432A758991786581B3A7F9AF3701CC1D8E59F23A7709E762BB808B890E01DBE9,4,4,2,188,0,0,0,0,8,0,101,14,9,40,0,4,28,2,93,75,28,H,1397.80612244898,2000,76867.2665816326,53800,0
1611,0x7C68CCECDE8B30BCD9366868908F1853FC3CC7F0727D96FC8FB858D36A28476B,4,4,2,20,0,0,0,0,0,0,14,0,3,0,3,0,0,2,20,0,0,H,655.05,1000,42345.831,14400,0
1612,0x7E831CDFE816613CC394888968E74C021B693F620E1577D559E6BBA2F8D8EC00,4,0,2,12,0,0,0,0,0,0,2,2,2,0,2,4,0,2,12,0,0,H,1166.66666666667,1000,21291.6666666667,20150,0
1613,0x2A5650B04A4A364B071D5961D8DC2D7EB10F969A3B1AD71B39868D44388F2151,3,4,2,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,15,6,0,H,1095.2380952381,1000,54090.4761904762,128700,0
1614,0x3CBFC77E9F10FDF062C0D6DA3E905C69A3D77871413E2274834C9AA949B32E47,4,0,2,58,0,0,0,0,0,0,29,0,14,9,0,0,6,0,48,10,0,H,1715.89655172414,1000,52496.8086206897,31000,0
1615,0x46C1A9D376D5D1F6C0321316A2EAAD219F73F3CF9D33132C12C6BD3B04353FB1,2,3,2,66,0,0,0,0,0,0,35,21,0,0,0,4,6,6,60,6,0,H,1772.72727272727,1000,33287.5757575758,21400,0
1616,0x0012C3635F7D320B0E189123516B12A0C89545A72192677BBCEFA94E21EBC40A,4,4,2,133,0,0,0,0,12,0,81,2,10,0,3,0,49,6,141,4,0,H,2643.52413793103,14000,37296.2526896552,85540,0
1617,0x727693C6BF9D652650D70EE7174AAC60A4F0E1698E20ADEA53EDF02921D6D4CC,5,3,2,87,0,0,0,0,2,0,71,11,0,6,1,0,0,0,61,28,0,H,1182.02247191011,1000,69276.8539325843,26300,0
1618,0x44DFAEF21A4233F3F0BFFA175DF2DA1A4D0C04F916AA548DF13BF0DB7E3309A6,4,4,2,81,0,0,0,0,0,0,49,8,5,2,5,2,10,6,68,13,0,H,1197.53086419753,1000,43426.1728395062,22400,0
1619,0x989DFC1236B4999DEAF42822FC5AFB30A0D9E261929E778E02FB9F3C7E438584,3,1,2,11,0,0,0,0,10,0,10,5,0,3,2,0,1,1,19,1,1,H,2809.52380952381,2000,370676.19047619,29100,0
1620,0x2E710D635EC4EADFB639D0649AE595D277D1A5C7A962B36137C25665D3E58A25,4,2,2,60,0,0,0,0,0,0,0,2,19,0,0,0,39,6,56,4,0,H,7714.53333333333,10000,91432.7625,200,0
1621,0xF9C912625F0F677A76070A822001AC3F47745EBF12DFA67134E3A689FDA12C95,4,4,2,76,0,0,0,0,0,0,16,6,22,0,12,17,3,2,71,2,3,H,2591.34210526316,10000,54307.1111842105,113000,0
1622,0xC8C5A279793F571BF2B68C6EECE285095FB3A423BB318D7F1463352F724A4170,4,1,2,31,0,0,0,0,0,0,1,10,14,4,2,0,0,2,24,7,0,H,1064.51612903226,1000,35631.935483871,25200,0
1623,0xEDEB75B41E7B29465C65137C297AB64CCB67E82CFFDE43E60F84BFAFD457E549,3,4,2,33,0,0,0,0,0,0,11,1,10,0,9,0,2,0,30,3,0,H,2181.81818181818,1000,61030.9090909091,90500,0
1624,0x8CD0497BCAB58D8BDE802B4081E1746077BB4A484FEDB27E526F816E5984167F,5,3,2,10,0,0,0,0,0,0,6,4,0,0,0,0,0,0,10,0,0,H,2300,3000,37093,33000,0
1625,0x7A5524D5C1599921C1F4C9430E273ED1D4248FCDA9997577DB04E125B6449A3F,5,4,2,12,0,0,0,0,0,0,6,0,5,0,0,0,1,0,9,3,0,O,2008.58333333333,2000,33061.0833333333,58800,0
1626,0x012F5068AABA3B383B0DC1749431DBD9775DAA5C60CE18BA7D6C0FF7EE1ACB64,3,4,2,60,0,0,0,0,6,0,21,3,26,0,0,4,12,6,62,4,0,H,1959.09090909091,1000,187906.866666667,26720,0
1627,0x0FA391E6524877F30D73638E04DF71DD9D7D3FC626E2C768335744F063C35741,4,4,2,105,0,0,0,0,0,0,48,23,31,0,3,0,0,2,105,0,0,H,2579.37142857143,5000,97122.2735238095,46750,0
1628,0x6A3E282C6E51DB76C109E0F4F9DCA454D14B07394C24E878814B43FA69326571,4,1,2,94,0,0,0,0,0,0,34,2,10,27,0,7,14,2,70,21,3,H,1212.76595744681,1000,58726.4893617021,25400,0
1629,0x1ADD38641E311661080AF529EF018E025090B90522F4EADA6EB387D82FAFA59A,3,3,2,41,0,0,0,0,0,0,0,9,0,9,11,0,12,3,39,2,0,H,1282.92682926829,1000,31504.1463414634,36450,0
1630,0x8EE637867C97C67DEAA4842A18CD6508C9499CE1757F8F69716B41B9550B3A20,4,4,2,129,0,0,0,0,16,0,86,16,2,0,18,11,12,0,145,0,0,H,4824.73793103448,1000,102280.624137931,42100,0
1631,0xCFC665D118E7C7C958B46A6B97B9D018B3C885793411DFC2AC0C816D34817267,3,4,2,75,0,0,0,0,0,0,30,15,16,2,3,9,0,2,66,9,0,H,1507.06666666667,2000,24238.5586666667,20160,0
1632,0xE334D20EE2739D236D959928043FAB85F7AF166ED822D49D8028A28727F51B68,4,1,2,48,0,0,0,0,0,0,10,5,15,0,0,0,18,6,48,0,0,H,2258.41666666667,16000,85380.8454166667,479680,0
1633,0x9BD7895B577058827902D49ED801794D2A55CAA4F4D48973EBF814C804D29BE9,4,4,2,119,0,0,0,0,0,0,45,19,11,30,3,0,11,0,93,26,0,H,1242.24369747899,1000,81272.1384033613,69400,0
1634,0xE1FFAB94D5764163AB2DEC9242A97CD85CF48F032DD7502BCCE8089C638BF2A8,3,0,2,133,0,0,0,0,0,0,67,38,2,0,24,0,2,1,127,6,0,H,3075.41353383459,5000,59346.6842105263,75250,0
1635,0x06C4BFAE4381B572C4E864946507DA6DD60979ADB4D882EA811DE8F5D4D5FE5A,2,4,2,49,0,0,0,0,0,0,4,13,12,0,17,0,3,1,49,0,0,H,6511.26530612245,2000,144996.319387755,42960,0
1636,0xA329BF28BB05DE7F3E5EC9B40D92A318D40081D4501156BE8C2C0D29CE515EB3,3,0,2,104,0,0,0,0,0,0,77,14,0,0,8,5,0,1,88,16,0,H,4740.38461538462,4000,100846.634615385,89400,0
1637,0x4990195D0E4716DA8D79E24A4B31BB0A5D33998D5095C66EC66D7DCB1EB047E3,3,0,2,43,0,0,0,0,6,0,29,12,0,0,8,0,0,0,44,5,0,H,1168.79591836735,1000,39359.4795918367,109700,0
1638,0x5D2634BE00ABC6EBEE2D3C8D3593BA3834AE8C3D686B2DFC1775F52B26359980,4,3,2,36,0,0,0,0,0,0,6,18,3,4,0,5,0,3,35,1,0,H,5400.77777777778,1000,112138.959722222,54000,0
1639,0x4701DBF03BBA468612CB59E7AE5F19A4D8EC690CD914B849371EB01D4E97DAA2,4,4,2,29,0,0,0,0,0,0,17,5,0,0,0,0,7,0,26,1,2,H,1724.13793103448,1000,49993.1034482759,61700,0
1640,0x3D5AAC649D7FFD2662523BE2D03F658044DCF9816D08FBC8AE8572191355DEC4,3,3,2,24,0,0,0,0,0,0,10,2,6,0,0,0,6,6,24,0,0,H,1208.25,1000,31928.0283333333,28560,0
1641,0x416D4AA5DA94D5A8BF13210E56FB7037E06FBBCF65FBF5D9A896A128125C919C,4,0,2,103,0,0,0,0,0,0,46,6,20,10,21,0,0,3,93,10,0,O,1728.15533980583,1000,41833.1067961165,116300,0
1642,0x332347F15C78D4C642C1C6D0E42FDBC775A5B59B2A60E096FB2A333351888516,4,3,2,24,0,0,0,0,0,0,14,0,10,0,0,0,0,0,24,0,0,H,647.791666666667,50,43735.80625,22750,0
1643,0xEA8363855B14F65965BF88477592C7682C4DF253989220F62D8BF37E5A2AEFD8,3,4,2,11,0,0,0,0,0,0,4,1,0,2,0,4,0,0,3,8,0,O,1769.45454545455,2000,127785.745454545,61200,0
1644,0x300005814C93FB56E24CAE2BD1BB0CA7046F2E4C90B33A9966D005BE45ABDB72,3,4,2,38,0,0,0,0,0,0,32,2,2,2,0,0,0,0,28,10,0,O,472.105263157895,2000,22200.1739473684,19080,0
1645,0xC8581C843EA5FE85A5CAC785582068D01963440807491B0A0B48ACCB1103994C,3,3,2,13,0,0,0,0,0,0,2,2,2,0,0,1,6,0,13,0,0,H,1385.38461538462,3000,25284.5384615385,36300,0
1646,0xA7B81490F9BDFDDE12CC47426F1BC3E7981856792A43785464029BED5649BE0E,4,4,2,37,0,0,0,0,0,0,7,7,14,0,9,0,0,0,36,1,0,H,1168.67567567568,2000,26416.7918918919,29400,0
1647,0x2914D04DFAD02587A2DEDF2A7D2DF0811EC555644DA9611C0E19F1BD10E50861,4,4,2,66,0,0,0,0,0,0,50,7,9,0,0,0,0,0,65,1,0,H,2066.66666666667,1000,193478.333333333,110200,0
1648,0xDC825CECFBF1824407DFD269235F7F914EBB51B7CFB41F6B7122D0061AA83D0D,5,4,2,8,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8,0,0,H,11250,23000,229996.25,272550,0
